"autor_sobrenome","autor_nome","revista","titulo","ano","resumo","chave","ref_sobrenome","ref_nome","ref_ano","ref_revista","ref_titulo"
"Riccio","Vicente","Dados","A Lei em Tela e a Tela da Lei: O Direito e os Reality Shows","2001","This article aims to analyze the relationship between the law and the media in a context of judicialization of social relations. After analyzing the implications of this issue, the article affirms that a general theory of the media and law fails to properly explain the problem, since existing analyses are based on a relationship among individuals' attitudes towards official law. A better understanding of the topic requires an analysis of the type of program and the presence of concepts concerning fairness as differentiated from those expounded by operators of the law. The article concludes that this is the most appropriate way to verify popular concepts of justice appearing in a variety show.","law,media,common sense,reality shows,droit,média,sens commun,reality shows","FRIEDMAN","Lawrence M.","1994","Ratio Juris","Is There a Modern Legal Culture?"
"Riccio","Vicente","Dados","A Lei em Tela e a Tela da Lei: O Direito e os Reality Shows","2001","This article aims to analyze the relationship between the law and the media in a context of judicialization of social relations. After analyzing the implications of this issue, the article affirms that a general theory of the media and law fails to properly explain the problem, since existing analyses are based on a relationship among individuals' attitudes towards official law. A better understanding of the topic requires an analysis of the type of program and the presence of concepts concerning fairness as differentiated from those expounded by operators of the law. The article concludes that this is the most appropriate way to verify popular concepts of justice appearing in a variety show.","law,media,common sense,reality shows,droit,média,sens commun,reality shows","GARAPON","Antoine","1996","Le Gardien des Promesses: Justice et Démocratie","NA"
"Riccio","Vicente","Dados","A Lei em Tela e a Tela da Lei: O Direito e os Reality Shows","2001","This article aims to analyze the relationship between the law and the media in a context of judicialization of social relations. After analyzing the implications of this issue, the article affirms that a general theory of the media and law fails to properly explain the problem, since existing analyses are based on a relationship among individuals' attitudes towards official law. A better understanding of the topic requires an analysis of the type of program and the presence of concepts concerning fairness as differentiated from those expounded by operators of the law. The article concludes that this is the most appropriate way to verify popular concepts of justice appearing in a variety show.","law,media,common sense,reality shows,droit,média,sens commun,reality shows","GARAPON","Antoine","1996","La Republique Penalisée","NA"
"Riccio","Vicente","Dados","A Lei em Tela e a Tela da Lei: O Direito e os Reality Shows","2001","This article aims to analyze the relationship between the law and the media in a context of judicialization of social relations. After analyzing the implications of this issue, the article affirms that a general theory of the media and law fails to properly explain the problem, since existing analyses are based on a relationship among individuals' attitudes towards official law. A better understanding of the topic requires an analysis of the type of program and the presence of concepts concerning fairness as differentiated from those expounded by operators of the law. The article concludes that this is the most appropriate way to verify popular concepts of justice appearing in a variety show.","law,media,common sense,reality shows,droit,média,sens commun,reality shows","GARAPON|Nelken","Antoine|D.","1996","Law as Communication","Justice Out of Court: The Dangers of Trial by Media"
"Riccio","Vicente","Dados","A Lei em Tela e a Tela da Lei: O Direito e os Reality Shows","2001","This article aims to analyze the relationship between the law and the media in a context of judicialization of social relations. After analyzing the implications of this issue, the article affirms that a general theory of the media and law fails to properly explain the problem, since existing analyses are based on a relationship among individuals' attitudes towards official law. A better understanding of the topic requires an analysis of the type of program and the presence of concepts concerning fairness as differentiated from those expounded by operators of the law. The article concludes that this is the most appropriate way to verify popular concepts of justice appearing in a variety show.","law,media,common sense,reality shows,droit,média,sens commun,reality shows","GARAPON|SALAS","Antoine|Denis","1997","La Justice et le Mal","NA"
"Riccio","Vicente","Dados","A Lei em Tela e a Tela da Lei: O Direito e os Reality Shows","2001","This article aims to analyze the relationship between the law and the media in a context of judicialization of social relations. After analyzing the implications of this issue, the article affirms that a general theory of the media and law fails to properly explain the problem, since existing analyses are based on a relationship among individuals' attitudes towards official law. A better understanding of the topic requires an analysis of the type of program and the presence of concepts concerning fairness as differentiated from those expounded by operators of the law. The article concludes that this is the most appropriate way to verify popular concepts of justice appearing in a variety show.","law,media,common sense,reality shows,droit,média,sens commun,reality shows","GOODRICH","Peter","1987","Studies in Linguistics, Rethoric and Legal Analysis","Legal Discourse"
"Riccio","Vicente","Dados","A Lei em Tela e a Tela da Lei: O Direito e os Reality Shows","2001","This article aims to analyze the relationship between the law and the media in a context of judicialization of social relations. After analyzing the implications of this issue, the article affirms that a general theory of the media and law fails to properly explain the problem, since existing analyses are based on a relationship among individuals' attitudes towards official law. A better understanding of the topic requires an analysis of the type of program and the presence of concepts concerning fairness as differentiated from those expounded by operators of the law. The article concludes that this is the most appropriate way to verify popular concepts of justice appearing in a variety show.","law,media,common sense,reality shows,droit,média,sens commun,reality shows","HANNERZ","Ulf","1992","La Complexité Culturelle","NA"
"Riccio","Vicente","Dados","A Lei em Tela e a Tela da Lei: O Direito e os Reality Shows","2001","This article aims to analyze the relationship between the law and the media in a context of judicialization of social relations. After analyzing the implications of this issue, the article affirms that a general theory of the media and law fails to properly explain the problem, since existing analyses are based on a relationship among individuals' attitudes towards official law. A better understanding of the topic requires an analysis of the type of program and the presence of concepts concerning fairness as differentiated from those expounded by operators of the law. The article concludes that this is the most appropriate way to verify popular concepts of justice appearing in a variety show.","law,media,common sense,reality shows,droit,média,sens commun,reality shows","ISRAEL","Liora","1999","Droit et Société","Les Mise en Scènes d'une Justice Quotidienne"
"Riccio","Vicente","Dados","A Lei em Tela e a Tela da Lei: O Direito e os Reality Shows","2001","This article aims to analyze the relationship between the law and the media in a context of judicialization of social relations. After analyzing the implications of this issue, the article affirms that a general theory of the media and law fails to properly explain the problem, since existing analyses are based on a relationship among individuals' attitudes towards official law. A better understanding of the topic requires an analysis of the type of program and the presence of concepts concerning fairness as differentiated from those expounded by operators of the law. The article concludes that this is the most appropriate way to verify popular concepts of justice appearing in a variety show.","law,media,common sense,reality shows,droit,média,sens commun,reality shows","KARPIK","Lucien","1996","Sociologie du Travail","Dispositifs de Confiance et Engagements Crédibles"
"Riccio","Vicente","Dados","A Lei em Tela e a Tela da Lei: O Direito e os Reality Shows","2001","This article aims to analyze the relationship between the law and the media in a context of judicialization of social relations. After analyzing the implications of this issue, the article affirms that a general theory of the media and law fails to properly explain the problem, since existing analyses are based on a relationship among individuals' attitudes towards official law. A better understanding of the topic requires an analysis of the type of program and the presence of concepts concerning fairness as differentiated from those expounded by operators of the law. The article concludes that this is the most appropriate way to verify popular concepts of justice appearing in a variety show.","law,media,common sense,reality shows,droit,média,sens commun,reality shows","LASSITER","Christo","1996","The Journal of Criminal Law & Criminology","TV or Not TV - That Is the Question"
"Riccio","Vicente","Dados","A Lei em Tela e a Tela da Lei: O Direito e os Reality Shows","2001","This article aims to analyze the relationship between the law and the media in a context of judicialization of social relations. After analyzing the implications of this issue, the article affirms that a general theory of the media and law fails to properly explain the problem, since existing analyses are based on a relationship among individuals' attitudes towards official law. A better understanding of the topic requires an analysis of the type of program and the presence of concepts concerning fairness as differentiated from those expounded by operators of the law. The article concludes that this is the most appropriate way to verify popular concepts of justice appearing in a variety show.","law,media,common sense,reality shows,droit,média,sens commun,reality shows","LYNCH|STRETESKY|HAMMOND","Michael J.|Paul|Paul","2000","British Journal of Criminology","Media Coverage of Chemical Crimes, Hillsborough County, Florida, 1987-97"
"Riccio","Vicente","Dados","A Lei em Tela e a Tela da Lei: O Direito e os Reality Shows","2001","This article aims to analyze the relationship between the law and the media in a context of judicialization of social relations. After analyzing the implications of this issue, the article affirms that a general theory of the media and law fails to properly explain the problem, since existing analyses are based on a relationship among individuals' attitudes towards official law. A better understanding of the topic requires an analysis of the type of program and the presence of concepts concerning fairness as differentiated from those expounded by operators of the law. The article concludes that this is the most appropriate way to verify popular concepts of justice appearing in a variety show.","law,media,common sense,reality shows,droit,média,sens commun,reality shows","MARDER","Nancy","1997","Iowa Law Review","Deliberations and Disclosures: A Study of Post-Verdict Interviews of Jurors"
"Riccio","Vicente","Dados","A Lei em Tela e a Tela da Lei: O Direito e os Reality Shows","2001","This article aims to analyze the relationship between the law and the media in a context of judicialization of social relations. After analyzing the implications of this issue, the article affirms that a general theory of the media and law fails to properly explain the problem, since existing analyses are based on a relationship among individuals' attitudes towards official law. A better understanding of the topic requires an analysis of the type of program and the presence of concepts concerning fairness as differentiated from those expounded by operators of the law. The article concludes that this is the most appropriate way to verify popular concepts of justice appearing in a variety show.","law,media,common sense,reality shows,droit,média,sens commun,reality shows","MEHL","Dominique","1992","La Fenêtre et le Miroir: La Télévision et ses Programmes","NA"
"Riccio","Vicente","Dados","A Lei em Tela e a Tela da Lei: O Direito e os Reality Shows","2001","This article aims to analyze the relationship between the law and the media in a context of judicialization of social relations. After analyzing the implications of this issue, the article affirms that a general theory of the media and law fails to properly explain the problem, since existing analyses are based on a relationship among individuals' attitudes towards official law. A better understanding of the topic requires an analysis of the type of program and the presence of concepts concerning fairness as differentiated from those expounded by operators of the law. The article concludes that this is the most appropriate way to verify popular concepts of justice appearing in a variety show.","law,media,common sense,reality shows,droit,média,sens commun,reality shows","MEHL","Dominique","1994","Réseaux","La Télévision Compassionnelle"
"Riccio","Vicente","Dados","A Lei em Tela e a Tela da Lei: O Direito e os Reality Shows","2001","This article aims to analyze the relationship between the law and the media in a context of judicialization of social relations. After analyzing the implications of this issue, the article affirms that a general theory of the media and law fails to properly explain the problem, since existing analyses are based on a relationship among individuals' attitudes towards official law. A better understanding of the topic requires an analysis of the type of program and the presence of concepts concerning fairness as differentiated from those expounded by operators of the law. The article concludes that this is the most appropriate way to verify popular concepts of justice appearing in a variety show.","law,media,common sense,reality shows,droit,média,sens commun,reality shows","MEHL","Dominique","1996","La Télévision de l'Intimité","NA"
"Riccio","Vicente","Dados","A Lei em Tela e a Tela da Lei: O Direito e os Reality Shows","2001","This article aims to analyze the relationship between the law and the media in a context of judicialization of social relations. After analyzing the implications of this issue, the article affirms that a general theory of the media and law fails to properly explain the problem, since existing analyses are based on a relationship among individuals' attitudes towards official law. A better understanding of the topic requires an analysis of the type of program and the presence of concepts concerning fairness as differentiated from those expounded by operators of the law. The article concludes that this is the most appropriate way to verify popular concepts of justice appearing in a variety show.","law,media,common sense,reality shows,droit,média,sens commun,reality shows","NEWMAN","Paul","1990","Journal of Criminal Justice","Popular Culture and Criminal Justice: A Preliminary Analysis"
"Riccio","Vicente","Dados","A Lei em Tela e a Tela da Lei: O Direito e os Reality Shows","2001","This article aims to analyze the relationship between the law and the media in a context of judicialization of social relations. After analyzing the implications of this issue, the article affirms that a general theory of the media and law fails to properly explain the problem, since existing analyses are based on a relationship among individuals' attitudes towards official law. A better understanding of the topic requires an analysis of the type of program and the presence of concepts concerning fairness as differentiated from those expounded by operators of the law. The article concludes that this is the most appropriate way to verify popular concepts of justice appearing in a variety show.","law,media,common sense,reality shows,droit,média,sens commun,reality shows","OST|Bouretz","François|P.","1996","La Force du Droit","Jupiter, Hercules, Hèrmes: Trois Modelés du Juge"
"Riccio","Vicente","Dados","A Lei em Tela e a Tela da Lei: O Direito e os Reality Shows","2001","This article aims to analyze the relationship between the law and the media in a context of judicialization of social relations. After analyzing the implications of this issue, the article affirms that a general theory of the media and law fails to properly explain the problem, since existing analyses are based on a relationship among individuals' attitudes towards official law. A better understanding of the topic requires an analysis of the type of program and the presence of concepts concerning fairness as differentiated from those expounded by operators of the law. The article concludes that this is the most appropriate way to verify popular concepts of justice appearing in a variety show.","law,media,common sense,reality shows,droit,média,sens commun,reality shows","SALAS","Denis","1998",,"Le Tiers Pouvoir: Vers une Autre Justice"
"Riccio","Vicente","Dados","A Lei em Tela e a Tela da Lei: O Direito e os Reality Shows","2001","This article aims to analyze the relationship between the law and the media in a context of judicialization of social relations. After analyzing the implications of this issue, the article affirms that a general theory of the media and law fails to properly explain the problem, since existing analyses are based on a relationship among individuals' attitudes towards official law. A better understanding of the topic requires an analysis of the type of program and the presence of concepts concerning fairness as differentiated from those expounded by operators of the law. The article concludes that this is the most appropriate way to verify popular concepts of justice appearing in a variety show.","law,media,common sense,reality shows,droit,média,sens commun,reality shows","SANDERS","Joseph","1987","American-Bar Foundation Research Journal","The Meaning of the Law Explosion: On Friedman's Total Justice"
"Riccio","Vicente","Dados","A Lei em Tela e a Tela da Lei: O Direito e os Reality Shows","2001","This article aims to analyze the relationship between the law and the media in a context of judicialization of social relations. After analyzing the implications of this issue, the article affirms that a general theory of the media and law fails to properly explain the problem, since existing analyses are based on a relationship among individuals' attitudes towards official law. A better understanding of the topic requires an analysis of the type of program and the presence of concepts concerning fairness as differentiated from those expounded by operators of the law. The article concludes that this is the most appropriate way to verify popular concepts of justice appearing in a variety show.","law,media,common sense,reality shows,droit,média,sens commun,reality shows","STEINER|BOWERS|SARAT","Benjamin|William J.|Austin","1999","Law & Society Review","Folk Knowledge as Legal Action: Death Penalty Judgments and the Tenet of Early Release in a Culture of Mistrust and Punitiveness"
"Riccio","Vicente","Dados","A Lei em Tela e a Tela da Lei: O Direito e os Reality Shows","2001","This article aims to analyze the relationship between the law and the media in a context of judicialization of social relations. After analyzing the implications of this issue, the article affirms that a general theory of the media and law fails to properly explain the problem, since existing analyses are based on a relationship among individuals' attitudes towards official law. A better understanding of the topic requires an analysis of the type of program and the presence of concepts concerning fairness as differentiated from those expounded by operators of the law. The article concludes that this is the most appropriate way to verify popular concepts of justice appearing in a variety show.","law,media,common sense,reality shows,droit,média,sens commun,reality shows","THOMPSON","John B.","1998","A Mídia e a Modernidade","NA"
"Riccio","Vicente","Dados","A Lei em Tela e a Tela da Lei: O Direito e os Reality Shows","2001","This article aims to analyze the relationship between the law and the media in a context of judicialization of social relations. After analyzing the implications of this issue, the article affirms that a general theory of the media and law fails to properly explain the problem, since existing analyses are based on a relationship among individuals' attitudes towards official law. A better understanding of the topic requires an analysis of the type of program and the presence of concepts concerning fairness as differentiated from those expounded by operators of the law. The article concludes that this is the most appropriate way to verify popular concepts of justice appearing in a variety show.","law,media,common sense,reality shows,droit,média,sens commun,reality shows","TYLER","Tom","1997","The American Journal of Comparative Law","Citizen Discontent with Legal Procedures: A Social Science Perspective on Civil Procedure Reform"
"Riccio","Vicente","Dados","A Lei em Tela e a Tela da Lei: O Direito e os Reality Shows","2001","This article aims to analyze the relationship between the law and the media in a context of judicialization of social relations. After analyzing the implications of this issue, the article affirms that a general theory of the media and law fails to properly explain the problem, since existing analyses are based on a relationship among individuals' attitudes towards official law. A better understanding of the topic requires an analysis of the type of program and the presence of concepts concerning fairness as differentiated from those expounded by operators of the law. The article concludes that this is the most appropriate way to verify popular concepts of justice appearing in a variety show.","law,media,common sense,reality shows,droit,média,sens commun,reality shows","WERNECK VIANNA|CARVALHO|MELO","Luiz|Maria Alice Rezende de|Manuel Palácios da Cunha e","1999","A Judicialização da Política e das Relações Sociais no Brasil","NA"
"Bonelli","Maria da Gloria","Dados","Os desembargadores do Tribunal de Justiça do Estado de São Paulo e a construção do profissionalismo, 1873-1997","2001","This article analyzes the building of professionalism among members of the São Paulo State Supreme Court, focusing on their social profile and career patterns as related to the ideas expressed by associate justices in the journals Revista dos Tribunais from 1912 to 1978 and Revista de Jurisprudência do Tribunal de Justiça do Estado de São Paulo from 1967 to 1997. The objective is to assess identity trends in São Paulo judges over the course of the 20th century, using discourse analysis. The study follows the social morphology of judges beginning with the creation of the São Paulo Court of Appeals in 1873, analyzing whether there is a causal nexus between the groups profile and predominant ideology.","judges,profession,professional ideology,conseillers à la cour dappel,profession,idéologie professionnelle","BONELLI","Maria da Gloria","1999","O Mundo Profissional do Direito e a Problemática das Relações entre Profissionalismo e Estado","NA"
"Bonelli","Maria da Gloria","Dados","Os desembargadores do Tribunal de Justiça do Estado de São Paulo e a construção do profissionalismo, 1873-1997","2001","This article analyzes the building of professionalism among members of the São Paulo State Supreme Court, focusing on their social profile and career patterns as related to the ideas expressed by associate justices in the journals Revista dos Tribunais from 1912 to 1978 and Revista de Jurisprudência do Tribunal de Justiça do Estado de São Paulo from 1967 to 1997. The objective is to assess identity trends in São Paulo judges over the course of the 20th century, using discourse analysis. The study follows the social morphology of judges beginning with the creation of the São Paulo Court of Appeals in 1873, analyzing whether there is a causal nexus between the groups profile and predominant ideology.","judges,profession,professional ideology,conseillers à la cour dappel,profession,idéologie professionnelle","BONELLI","Maria da Gloria","2001","Professionalism, Lawyers Associations and the Brazilian State, 1843-1997","NA"
"Bonelli","Maria da Gloria","Dados","Os desembargadores do Tribunal de Justiça do Estado de São Paulo e a construção do profissionalismo, 1873-1997","2001","This article analyzes the building of professionalism among members of the São Paulo State Supreme Court, focusing on their social profile and career patterns as related to the ideas expressed by associate justices in the journals Revista dos Tribunais from 1912 to 1978 and Revista de Jurisprudência do Tribunal de Justiça do Estado de São Paulo from 1967 to 1997. The objective is to assess identity trends in São Paulo judges over the course of the 20th century, using discourse analysis. The study follows the social morphology of judges beginning with the creation of the São Paulo Court of Appeals in 1873, analyzing whether there is a causal nexus between the groups profile and predominant ideology.","judges,profession,professional ideology,conseillers à la cour dappel,profession,idéologie professionnelle","BROTERO","Frederico de Barros","1944","Tribunal de Relação e Tribunal de Justiça de São Paulo","NA"
"Bonelli","Maria da Gloria","Dados","Os desembargadores do Tribunal de Justiça do Estado de São Paulo e a construção do profissionalismo, 1873-1997","2001","This article analyzes the building of professionalism among members of the São Paulo State Supreme Court, focusing on their social profile and career patterns as related to the ideas expressed by associate justices in the journals Revista dos Tribunais from 1912 to 1978 and Revista de Jurisprudência do Tribunal de Justiça do Estado de São Paulo from 1967 to 1997. The objective is to assess identity trends in São Paulo judges over the course of the 20th century, using discourse analysis. The study follows the social morphology of judges beginning with the creation of the São Paulo Court of Appeals in 1873, analyzing whether there is a causal nexus between the groups profile and predominant ideology.","judges,profession,professional ideology,conseillers à la cour dappel,profession,idéologie professionnelle","CAMPOS","Richard","1999","Os Desembargadores Paulistas e seus Discursos: Uma Análise da Revista de Jurisprudência do Tribunal de Justiça do Estado de São Paulo, entre os Anos de 1967 a 1997","NA"
"Bonelli","Maria da Gloria","Dados","Os desembargadores do Tribunal de Justiça do Estado de São Paulo e a construção do profissionalismo, 1873-1997","2001","This article analyzes the building of professionalism among members of the São Paulo State Supreme Court, focusing on their social profile and career patterns as related to the ideas expressed by associate justices in the journals Revista dos Tribunais from 1912 to 1978 and Revista de Jurisprudência do Tribunal de Justiça do Estado de São Paulo from 1967 to 1997. The objective is to assess identity trends in São Paulo judges over the course of the 20th century, using discourse analysis. The study follows the social morphology of judges beginning with the creation of the São Paulo Court of Appeals in 1873, analyzing whether there is a causal nexus between the groups profile and predominant ideology.","judges,profession,professional ideology,conseillers à la cour dappel,profession,idéologie professionnelle","CARVALHO","José Murilo de","1996","A Construção da Ordem: A Elite Política Imperial; Teatro de Sombras: A Política Imperial","NA"
"Bonelli","Maria da Gloria","Dados","Os desembargadores do Tribunal de Justiça do Estado de São Paulo e a construção do profissionalismo, 1873-1997","2001","This article analyzes the building of professionalism among members of the São Paulo State Supreme Court, focusing on their social profile and career patterns as related to the ideas expressed by associate justices in the journals Revista dos Tribunais from 1912 to 1978 and Revista de Jurisprudência do Tribunal de Justiça do Estado de São Paulo from 1967 to 1997. The objective is to assess identity trends in São Paulo judges over the course of the 20th century, using discourse analysis. The study follows the social morphology of judges beginning with the creation of the São Paulo Court of Appeals in 1873, analyzing whether there is a causal nexus between the groups profile and predominant ideology.","judges,profession,professional ideology,conseillers à la cour dappel,profession,idéologie professionnelle","CASTRO","Cristina Maria","1999","Morfologia Social dos Desembargadores Paulistas, de 1873 a 1998","NA"
"Bonelli","Maria da Gloria","Dados","Os desembargadores do Tribunal de Justiça do Estado de São Paulo e a construção do profissionalismo, 1873-1997","2001","This article analyzes the building of professionalism among members of the São Paulo State Supreme Court, focusing on their social profile and career patterns as related to the ideas expressed by associate justices in the journals Revista dos Tribunais from 1912 to 1978 and Revista de Jurisprudência do Tribunal de Justiça do Estado de São Paulo from 1967 to 1997. The objective is to assess identity trends in São Paulo judges over the course of the 20th century, using discourse analysis. The study follows the social morphology of judges beginning with the creation of the São Paulo Court of Appeals in 1873, analyzing whether there is a causal nexus between the groups profile and predominant ideology.","judges,profession,professional ideology,conseillers à la cour dappel,profession,idéologie professionnelle","FARIA","Júlio Cezar de","1942","Juízes de Meu Tempo","NA"
"Bonelli","Maria da Gloria","Dados","Os desembargadores do Tribunal de Justiça do Estado de São Paulo e a construção do profissionalismo, 1873-1997","2001","This article analyzes the building of professionalism among members of the São Paulo State Supreme Court, focusing on their social profile and career patterns as related to the ideas expressed by associate justices in the journals Revista dos Tribunais from 1912 to 1978 and Revista de Jurisprudência do Tribunal de Justiça do Estado de São Paulo from 1967 to 1997. The objective is to assess identity trends in São Paulo judges over the course of the 20th century, using discourse analysis. The study follows the social morphology of judges beginning with the creation of the São Paulo Court of Appeals in 1873, analyzing whether there is a causal nexus between the groups profile and predominant ideology.","judges,profession,professional ideology,conseillers à la cour dappel,profession,idéologie professionnelle","FLORY","Thomas","1986","El Juez de Paz y el Jurado en el Brasil Imperial, 1808-1871","NA"
"Bonelli","Maria da Gloria","Dados","Os desembargadores do Tribunal de Justiça do Estado de São Paulo e a construção do profissionalismo, 1873-1997","2001","This article analyzes the building of professionalism among members of the São Paulo State Supreme Court, focusing on their social profile and career patterns as related to the ideas expressed by associate justices in the journals Revista dos Tribunais from 1912 to 1978 and Revista de Jurisprudência do Tribunal de Justiça do Estado de São Paulo from 1967 to 1997. The objective is to assess identity trends in São Paulo judges over the course of the 20th century, using discourse analysis. The study follows the social morphology of judges beginning with the creation of the São Paulo Court of Appeals in 1873, analyzing whether there is a causal nexus between the groups profile and predominant ideology.","judges,profession,professional ideology,conseillers à la cour dappel,profession,idéologie professionnelle","FREIDSON","Eliot","1996","Revista Brasileira de Ciências Sociais","Para uma Análise Comparada das Profissões: A Institucionalização do Discurso e do Conhecimento Formais"
"Bonelli","Maria da Gloria","Dados","Os desembargadores do Tribunal de Justiça do Estado de São Paulo e a construção do profissionalismo, 1873-1997","2001","This article analyzes the building of professionalism among members of the São Paulo State Supreme Court, focusing on their social profile and career patterns as related to the ideas expressed by associate justices in the journals Revista dos Tribunais from 1912 to 1978 and Revista de Jurisprudência do Tribunal de Justiça do Estado de São Paulo from 1967 to 1997. The objective is to assess identity trends in São Paulo judges over the course of the 20th century, using discourse analysis. The study follows the social morphology of judges beginning with the creation of the São Paulo Court of Appeals in 1873, analyzing whether there is a causal nexus between the groups profile and predominant ideology.","judges,profession,professional ideology,conseillers à la cour dappel,profession,idéologie professionnelle","GRAHAM","Richard","1997","Clientelismo e Política no Brasil do Século XIX","NA"
"Bonelli","Maria da Gloria","Dados","Os desembargadores do Tribunal de Justiça do Estado de São Paulo e a construção do profissionalismo, 1873-1997","2001","This article analyzes the building of professionalism among members of the São Paulo State Supreme Court, focusing on their social profile and career patterns as related to the ideas expressed by associate justices in the journals Revista dos Tribunais from 1912 to 1978 and Revista de Jurisprudência do Tribunal de Justiça do Estado de São Paulo from 1967 to 1997. The objective is to assess identity trends in São Paulo judges over the course of the 20th century, using discourse analysis. The study follows the social morphology of judges beginning with the creation of the São Paulo Court of Appeals in 1873, analyzing whether there is a causal nexus between the groups profile and predominant ideology.","judges,profession,professional ideology,conseillers à la cour dappel,profession,idéologie professionnelle","HALLIDAY","Terence","1999","Law & Social Inquiry","Politics and Civic Professionalism: Legal Elites and Cause Lawyers"
"Bonelli","Maria da Gloria","Dados","Os desembargadores do Tribunal de Justiça do Estado de São Paulo e a construção do profissionalismo, 1873-1997","2001","This article analyzes the building of professionalism among members of the São Paulo State Supreme Court, focusing on their social profile and career patterns as related to the ideas expressed by associate justices in the journals Revista dos Tribunais from 1912 to 1978 and Revista de Jurisprudência do Tribunal de Justiça do Estado de São Paulo from 1967 to 1997. The objective is to assess identity trends in São Paulo judges over the course of the 20th century, using discourse analysis. The study follows the social morphology of judges beginning with the creation of the São Paulo Court of Appeals in 1873, analyzing whether there is a causal nexus between the groups profile and predominant ideology.","judges,profession,professional ideology,conseillers à la cour dappel,profession,idéologie professionnelle","JUNQUEIRA|VIEIRA|FONSECA","Eliane B.|José Ribas|Maria Guadalupe P.","1997","Juízes: Retrato em Preto e Branco","NA"
"Bonelli","Maria da Gloria","Dados","Os desembargadores do Tribunal de Justiça do Estado de São Paulo e a construção do profissionalismo, 1873-1997","2001","This article analyzes the building of professionalism among members of the São Paulo State Supreme Court, focusing on their social profile and career patterns as related to the ideas expressed by associate justices in the journals Revista dos Tribunais from 1912 to 1978 and Revista de Jurisprudência do Tribunal de Justiça do Estado de São Paulo from 1967 to 1997. The objective is to assess identity trends in São Paulo judges over the course of the 20th century, using discourse analysis. The study follows the social morphology of judges beginning with the creation of the São Paulo Court of Appeals in 1873, analyzing whether there is a causal nexus between the groups profile and predominant ideology.","judges,profession,professional ideology,conseillers à la cour dappel,profession,idéologie professionnelle","KOERNER","Andrei","1998","Judiciário e Cidadania na Constituição da República Brasileira","NA"
"Bonelli","Maria da Gloria","Dados","Os desembargadores do Tribunal de Justiça do Estado de São Paulo e a construção do profissionalismo, 1873-1997","2001","This article analyzes the building of professionalism among members of the São Paulo State Supreme Court, focusing on their social profile and career patterns as related to the ideas expressed by associate justices in the journals Revista dos Tribunais from 1912 to 1978 and Revista de Jurisprudência do Tribunal de Justiça do Estado de São Paulo from 1967 to 1997. The objective is to assess identity trends in São Paulo judges over the course of the 20th century, using discourse analysis. The study follows the social morphology of judges beginning with the creation of the São Paulo Court of Appeals in 1873, analyzing whether there is a causal nexus between the groups profile and predominant ideology.","judges,profession,professional ideology,conseillers à la cour dappel,profession,idéologie professionnelle","LEAL","Victor Nunes","1997","Coronelismo, Enxada e Voto","NA"
"Bonelli","Maria da Gloria","Dados","Os desembargadores do Tribunal de Justiça do Estado de São Paulo e a construção do profissionalismo, 1873-1997","2001","This article analyzes the building of professionalism among members of the São Paulo State Supreme Court, focusing on their social profile and career patterns as related to the ideas expressed by associate justices in the journals Revista dos Tribunais from 1912 to 1978 and Revista de Jurisprudência do Tribunal de Justiça do Estado de São Paulo from 1967 to 1997. The objective is to assess identity trends in São Paulo judges over the course of the 20th century, using discourse analysis. The study follows the social morphology of judges beginning with the creation of the São Paulo Court of Appeals in 1873, analyzing whether there is a causal nexus between the groups profile and predominant ideology.","judges,profession,professional ideology,conseillers à la cour dappel,profession,idéologie professionnelle","LÉVAY","Emeric","1999","125 Anos do Tribunal de Justiça de São Paulo","NA"
"Bonelli","Maria da Gloria","Dados","Os desembargadores do Tribunal de Justiça do Estado de São Paulo e a construção do profissionalismo, 1873-1997","2001","This article analyzes the building of professionalism among members of the São Paulo State Supreme Court, focusing on their social profile and career patterns as related to the ideas expressed by associate justices in the journals Revista dos Tribunais from 1912 to 1978 and Revista de Jurisprudência do Tribunal de Justiça do Estado de São Paulo from 1967 to 1997. The objective is to assess identity trends in São Paulo judges over the course of the 20th century, using discourse analysis. The study follows the social morphology of judges beginning with the creation of the São Paulo Court of Appeals in 1873, analyzing whether there is a causal nexus between the groups profile and predominant ideology.","judges,profession,professional ideology,conseillers à la cour dappel,profession,idéologie professionnelle","LOVE","Joseph","1982","A Locomotiva: São Paulo na Federação Brasileira 1889-1937","NA"
"Bonelli","Maria da Gloria","Dados","Os desembargadores do Tribunal de Justiça do Estado de São Paulo e a construção do profissionalismo, 1873-1997","2001","This article analyzes the building of professionalism among members of the São Paulo State Supreme Court, focusing on their social profile and career patterns as related to the ideas expressed by associate justices in the journals Revista dos Tribunais from 1912 to 1978 and Revista de Jurisprudência do Tribunal de Justiça do Estado de São Paulo from 1967 to 1997. The objective is to assess identity trends in São Paulo judges over the course of the 20th century, using discourse analysis. The study follows the social morphology of judges beginning with the creation of the São Paulo Court of Appeals in 1873, analyzing whether there is a causal nexus between the groups profile and predominant ideology.","judges,profession,professional ideology,conseillers à la cour dappel,profession,idéologie professionnelle","MEILI|Sarat|Scheingold","Stephen|A.|S.","1998","Cause Lawyering: Political Commitments and Professional Responsabilities","Cause Lawyers and Social Movements: A Comparative Perspectiva on Democratic Chance in Argentina and Brazil"
